id:ID,label,:LABEL,properties.category,properties.chapters,properties.description,properties.mention_count,properties.name_normalized,properties.red_flag,properties.sections,properties.severity,properties.synonyms,properties.treatment_type,properties.urgency_level,properties.urgency_source
treatment_646,Complex Trauma Involving The Orbital Rim Or Displacement Of The Lateral Wall And/Or The Zygomatic Arch. Complex Fractures Of The Midface,Entity,,[3],Procedure extracted from procedure lists,,complex trauma involving the orbital rim or displacement of the lateral wall and/or the zygomatic arch. complex fractures of the midface,,"[""Repair in 1 to 2 Weeks""]",,,procedure,,
treatment_647,Congenital,Entity,,"[6, 8]",Procedure extracted from procedure lists,,congenital,,"[""Comitant Esotropic Deviations"", ""Follow Up""]",,,procedure,,
treatment_648,Congenital Exotropia,Entity,,[8],Procedure extracted from procedure lists,,congenital exotropia,,"[""Types"", ""Unknown""]",,,procedure,,
treatment_649,Congenital Fibrosis Syndrome,Entity,,[8],Procedure extracted from procedure lists,,congenital fibrosis syndrome,,"[""Syndromes""]",,,procedure,,
treatment_650,Conjunctival Biopsy,Entity,,"[4, 5, 12]",Procedure extracted from treatment lists,,conjunctival biopsy,,"[""Workup""]",,,procedure,,
treatment_651,Consecutive Exotropia,Entity,,[8],Procedure extracted from procedure lists,,consecutive exotropia,,"[""Types"", ""Unknown""]",,,procedure,,
treatment_652,Consider Other Laboratory Workup For Nonglaucomatous Optic Neuropathy,Entity,,[9],Procedure extracted from procedure lists,,consider other laboratory workup for nonglaucomatous optic neuropathy,,"[""Unknown""]",,,procedure,,
treatment_653,Constant,Entity,,[1],Procedure extracted from procedure lists,,constant,,"[""Double Vision (Diplopia)""]",,,procedure,,
treatment_654,Constant Exotropia,Entity,,[8],Procedure extracted from procedure lists,,constant exotropia,,"[""Types""]",,,procedure,,
treatment_655,"Contraindications To Mri Include Severe Claustrophobia, Marked Obesity, Some Cardiac Pacemakers, Some Cardiac Valves, Suspected Magnetic Intraocular/Intraorbital Foreign Bodies, Spinal Stimulators, Vagal Nerve Stimulators, Stapes Implants, And Specific Breast And Penile Implants. Titanium Plates And Newer Aneurysm Clips Are Mri Safe, As Are Gold And Platinum Weights Placed In The Eyelids. When In Doubt, Ask The Radiologist To Look Up The Specific Device In An Mri Safety Catalog. Any Patient With A Poorly Documented Implanted Device Should Not Be Scanned With Mri Until The Issue Is Clarified. On Occasion, Specific Types Of Pacemakers Must Be Turned Off And Reset For An Mri.",Entity,,[14],Procedure extracted from procedure lists,,"contraindications to mri include severe claustrophobia, marked obesity, some cardiac pacemakers, some cardiac valves, suspected magnetic intraocular/intraorbital foreign bodies, spinal stimulators, vagal nerve stimulators, stapes implants, and specific breast and penile implants. titanium plates and newer aneurysm clips are mri safe, as are gold and platinum weights placed in the eyelids. when in doubt, ask the radiologist to look up the specific device in an mri safety catalog. any patient with a poorly documented implanted device should not be scanned with mri until the issue is clarified. on occasion, specific types of pacemakers must be turned off and reset for an mri.",,"[""Guidelines for Ordering the Study""]",,,procedure,,
treatment_656,Convergence Insufficiency,Entity,,[8],Procedure extracted from procedure lists,,convergence insufficiency,,"[""Types""]",,,procedure,,
treatment_657,Convergence Paralysis,Entity,,[8],Procedure extracted from procedure lists,,convergence paralysis,,"[""Types""]",,,procedure,,
treatment_658,Corneal Biopsy,Entity,,[4],Procedure extracted from treatment lists,,corneal biopsy,,"[""Workup""]",,,procedure,,
treatment_659,Corneal Culture,Entity,,"[4, 5, 13]",Procedure extracted from treatment lists,,corneal culture,,"[""Treatment"", ""Treatment and Follow Up"", ""Workup""]",,,procedure,,
treatment_660,Corneal Scraping,Entity,,[4],Procedure extracted from treatment lists,,corneal scraping,,"[""Workup""]",,,procedure,,
treatment_661,Corneal Transplant,Entity,,"[3, 4, 8, 9]",Procedure extracted from treatment lists,,corneal transplant,,"[""Treatment"", ""Workup""]",,,procedure,,
treatment_662,"Corneal Ulcer And/Or Infection In Flap Interface. See 4.11, Bacterial Keratitis.",Entity,,[4],Procedure extracted from procedure lists,,"corneal ulcer and/or infection in flap interface. see 4.11, bacterial keratitis.",,"[""Early""]",,,procedure,,
treatment_663,"Corneal Ulcer And/Or Infection In Interface. See 4.11, Bacterial Keratitis.",Entity,,[4],Procedure extracted from procedure lists,,"corneal ulcer and/or infection in interface. see 4.11, bacterial keratitis.",,"[""Early""]",,,procedure,,
treatment_664,"Correct The Underlying Cause, If Possible.",Entity,,[8],Procedure extracted from procedure lists,,"correct the underlying cause, if possible.",,"[""Unknown""]",,,procedure,,
treatment_665,Culture,Entity,,"[3, 4, 5, 6, 7, 8, 9, 11, 12, 13]",Procedure extracted from treatment lists,,culture,,"[""Treatment"", ""Treatment and Follow Up"", ""Workup"", ""Workup and Treatment""]",,,procedure,,
treatment_666,Cyclophotocoagulation,Entity,,"[8, 9, 13]",Procedure extracted from treatment lists,,cyclophotocoagulation,,"[""Treatment""]",,,procedure,,
treatment_667,Daily Cleaning Regimen For Soft Contact Lenses,Entity,,[4],Procedure extracted from procedure lists,,daily cleaning regimen for soft contact lenses,,"[""Follow Up""]",,,procedure,,
treatment_668,Debridement,Entity,,"[3, 4, 5, 6]",Procedure extracted from treatment lists,,debridement,,"[""Treatment"", ""Treatment and Follow Up""]",,,procedure,,
treatment_669,Decompensated Intermittent Exotropia,Entity,,[8],Procedure extracted from procedure lists,,decompensated intermittent exotropia,,"[""Types"", ""Unknown""]",,,procedure,,
treatment_670,Decreased Visual Acuity Out Of Proportion To The Amount Of Cupping Or Field Loss.,Entity,,[9],Procedure extracted from procedure lists,,decreased visual acuity out of proportion to the amount of cupping or field loss.,,"[""Unknown""]",,,procedure,,
treatment_671,Deep Tarsal Sutures Should Be Lamellar,Entity,,[3],Procedure extracted from procedure lists,,deep tarsal sutures should be lamellar,,"[""Key Points""]",,,procedure,,
treatment_672,Dense Premacular Hemorrhage.,Entity,,[11],Procedure extracted from procedure lists,,dense premacular hemorrhage.,,"[""Indications for Vitrectomy""]",,,procedure,,
treatment_673,"Dense, Nonclearing Or Recurrent Vh Causing Significant Decreased Vision.",Entity,,[11],Procedure extracted from procedure lists,,"dense, nonclearing or recurrent vh causing significant decreased vision.",,"[""Indications for Vitrectomy""]",,,procedure,,
treatment_674,Diffuse Lamellar Keratitis,Entity,,[4],Procedure extracted from procedure lists,,diffuse lamellar keratitis,,"[""Early""]",,,procedure,,
treatment_675,Diffuse Unilateral Subacute Neuroretinitis,Entity,,[12],Procedure extracted from procedure lists,,diffuse unilateral subacute neuroretinitis,,"[""Other Infectious Causes of Posterior Uveitis""]",,,procedure,,
treatment_676,Dissociated Horizontal Deviation,Entity,,[8],Procedure extracted from procedure lists,,dissociated horizontal deviation,,"[""Types""]",,,procedure,,
treatment_677,Diurnal Iop Curve Consisting Of Multiple Iop Checks During The Course Of The Day.,Entity,,[9],Procedure extracted from procedure lists,,diurnal iop curve consisting of multiple iop checks during the course of the day.,,"[""Unknown""]",,,procedure,,
treatment_678,Divergence Insufficiency,Entity,,[8],Procedure extracted from procedure lists,,divergence insufficiency,,"[""Comitant Esotropic Deviations""]",,,procedure,,
treatment_679,Dlk,Entity,,[4],Procedure extracted from procedure lists,,dlk,,"[""Early""]",,,procedure,,
treatment_680,Drainage,Entity,,"[3, 6, 7, 8, 9]",Procedure extracted from treatment lists,,drainage,,"[""Treatment"", ""Workup""]",,,procedure,,
treatment_681,Dry Eye/Neurotrophic Keratopathy.,Entity,,[4],Procedure extracted from procedure lists,,dry eye/neurotrophic keratopathy.,,"[""Early""]",,,procedure,,
treatment_682,Dry Eye/Neurotrophic Keratopathy. By Far The Most Common Early Complication.,Entity,,[4],Procedure extracted from procedure lists,,dry eye/neurotrophic keratopathy. by far the most common early complication.,,"[""Early""]",,,procedure,,
treatment_683,Duane Syndrome,Entity,,[8],Procedure extracted from procedure lists,,duane syndrome,,"[""Syndromes""]",,,procedure,,
treatment_684,"Duane Syndrome, Type 2",Entity,,[8],Procedure extracted from procedure lists,,"duane syndrome, type 2",,"[""Types""]",,,procedure,,
treatment_685,Enucleation,Entity,,"[5, 8, 12, 13]",Procedure extracted from treatment lists,,enucleation,,"[""Treatment"", ""Treatment/Follow Up""]",,,procedure,,
treatment_686,Epithelial Debridement,Entity,,[4],Procedure extracted from treatment lists,,epithelial debridement,,"[""Treatment""]",,,procedure,,
treatment_687,"Every Examination Should Include Iop Measurement And Gonioscopy Looking For Pas Formation, Narrowing Angle Recess, Or Increasing Angle Closure. The Pi Should Be Examined For Patency. Dilation Should Cautiously Be Performed Periodically",Entity,,[9],Procedure extracted from procedure lists,,"every examination should include iop measurement and gonioscopy looking for pas formation, narrowing angle recess, or increasing angle closure. the pi should be examined for patency. dilation should cautiously be performed periodically",,"[""Follow Up""]",,,procedure,,
treatment_688,"Every Few Days To Weeks Initially, Followed By Weeks To Months As The Condition Stabilizes.",Entity,,[6],Procedure extracted from procedure lists,,"every few days to weeks initially, followed by weeks to months as the condition stabilizes.",,"[""Follow Up""]",,,procedure,,
treatment_689,Evisceration,Entity,,[13],Procedure extracted from treatment lists,,evisceration,,"[""Treatment""]",,,procedure,,
treatment_690,Exophoria,Entity,,[8],Procedure extracted from procedure lists,,exophoria,,"[""Types""]",,,procedure,,
treatment_691,Fa,Entity,,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",Procedure extracted from treatment lists,,fa,,"[""Emergency Treatment"", ""Other Treatment Modalities"", ""Treatment"", ""Treatment and Follow Up"", ""Treatment/Follow Up"", ""Workup"", ""Workup/Treatment""]",,,procedure,,
treatment_692,Fair Control,Entity,,[8],Procedure extracted from procedure lists,,fair control,,"[""Types""]",,,procedure,,
treatment_693,Fluorescein Angiography,Entity,,"[3, 5, 8, 9, 11, 12, 13]",Procedure extracted from treatment lists,,fluorescein angiography,,"[""Treatment"", ""Workup""]",,,procedure,,
treatment_694,"Folding, Dislocation, Or Loss Of Corneal Flap.",Entity,,[4],Procedure extracted from procedure lists,,"folding, dislocation, or loss of corneal flap.",,"[""Early""]",,,procedure,,
treatment_695,Follow Up 4 Weeks After Trauma For Gonioscopy And Dilated Fundus Examination With Scleral Depression For All Patients.,Entity,,[3],Procedure extracted from procedure lists,,follow up 4 weeks after trauma for gonioscopy and dilated fundus examination with scleral depression for all patients.,,"[""Follow Up""]",,,procedure,,
treatment_696,"Follow-Up Intervals Vary Depending On Underlying Disorder And Stability Of Examination Findings. Comanagement With Medicine, Neurosurgery, And/Or Neurology May Be Necessary.",Entity,,[10],Procedure extracted from procedure lists,,"follow-up intervals vary depending on underlying disorder and stability of examination findings. comanagement with medicine, neurosurgery, and/or neurology may be necessary.",,"[""Follow Up""]",,,procedure,,
treatment_697,"For The Vast Majority Of Orbital Studies, A Head Coil Is Indicated To Provide Bilateral Orbital Views Extending To The Optic Chiasm.",Entity,,[14],Procedure extracted from procedure lists,,"for the vast majority of orbital studies, a head coil is indicated to provide bilateral orbital views extending to the optic chiasm.",,"[""Guidelines for Ordering the Study""]",,,procedure,,
treatment_698,Full Retinal Vascularization In Close Proximity To The Ora Serrata,Entity,,[8],Procedure extracted from procedure lists,,full retinal vascularization in close proximity to the ora serrata,,"[""Follow Up"", ""Unknown""]",,,procedure,,
treatment_699,Give The Full Cycloplegic Correction,Entity,,[8],Procedure extracted from procedure lists,,give the full cycloplegic correction,,"[""Unknown""]",,,procedure,,
treatment_700,Glaucoma Following Cataract Surgery,Entity,,[8],Procedure extracted from procedure lists,,glaucoma following cataract surgery,,"[""Common""]",,,procedure,,
treatment_701,Good Control,Entity,,[8],Procedure extracted from procedure lists,,good control,,"[""Types""]",,,procedure,,
treatment_702,"Good, Fair, Or Poor Control Can Be Seen In All Four Types Of Intermittent Exotropia",Entity,,[8],Procedure extracted from procedure lists,,"good, fair, or poor control can be seen in all four types of intermittent exotropia",,"[""Types""]",,,procedure,,
treatment_703,History,Entity,,[9],Procedure extracted from procedure lists,,history,,"[""Unknown""]",,,procedure,,
treatment_704,"How To Treat? The Main Treatment Options For Glaucoma Include Medications, Laser Trabeculoplasty",Entity,,[9],Procedure extracted from procedure lists,,"how to treat? the main treatment options for glaucoma include medications, laser trabeculoplasty",,"[""General Considerations""]",,,procedure,,
